HA_segID,RBS_23SLN,RBS_26SLN,ENZ_23SLN,ENZ_26SLN,SBS_23SLN,SBS_26SLN,multi_23,multi_26
EPI492524,-38.43867834,-41.21596625,-20.80623,-28.67024,-32.83673,-33.02527,799.7639824,1181.671644
EPI341633,-38.59431696,-41.50548763,-20.0528,-28.41,-32.84029,-32.95163,773.9241191,1179.170904
EPI460345,-38.62912172,-40.59362979,-20.05676,-28.42976,-32.69401,-33.65463,774.7750233,1154.067152
EPI703595,-38.35875416,-42.16526628,-28.354676,-8.673421,-28.930595,-29.136337,1087.650046,365.717106
EPI509698,-38.35875416,-42.16526628,-28.397339,-8.726186,-28.934257,-29.139567,1089.286545,367.9419563
EPI487549,-38.90749895,-41.61387916,-20.7223,-28.67228,-32.85496,-32.99394,806.2528655,1193.164795
EPI1308636,-37.83259688,-41.38840545,-31.40369,-22.28503,-29.92615,-26.30799,1188.083144,922.3418571
EPI656522,-37.83259688,-41.38840545,-31.41093,-22.25742,-29.85165,-26.30832,1188.357052,921.1991232
EPI493175,-32.78663641,-37.39822384,-31.44997,-22.31289,-37.37607,-32.09921,1031.138731,834.4624547
MW961452,-37.73240729,-40.76471758,-34.26021,-23.92514,-42.60635,-40.93095,1292.720198,975.3015752
EPI3313586,-38.18142077,-41.75920162,-33.82132,-23.36802,-41.91956,-40.24446,1291.34605,975.8298586
EPI441833,-20.34510605,-25.56048425,-31.3590319,-14.7145321,-33.2172121,-32.5974549,638.0028296,376.110566
LC656652,-37.86086942,-41.26411918,-28.22829,-10.20871,-28.94384,-29.13134,1068.747602,421.2534261
MW342700,-37.86086942,-41.26411918,-28.24563,-8.621493,-28.93812,-29.150498,1069.404109,355.7583147
EPI327208,-38.92075908,-40.87393723,-31.27321,-22.11771,-37.13634,-31.88962,1217.177072,904.0378902
EPI493497,-31.50756858,-35.20021918,-31.34533,-22.16498,-37.18588,-31.79663,987.6151346,780.2121541
LC718282,-38.2828433,-39.79280142,-33.3889,-26.51807,-42.13525,-40.48638,1278.222027,1055.228294
EPI425528,-38.07739436,-41.31019277,-31.6883,-22.55326,-24.29126,-11.71162,1206.607896,931.6795182
ON533567,-38.5688694,-40.82051496,-31.27301,-22.17005,-37.57662,-32.44625,1206.164638,904.9928577
EPI579003,-24.70894854,-25.89561524,-35.1106906,-28.6787388,-38.8691963,-38.7272499,867.5482472,742.6535855
EPI954567,-38.45683845,-42.08972356,-28.25666,-8.606442,-28.939875,-29.145339,1086.661809,362.2427646
EPI389914,-37.839529,-41.12971302,-31.6404,-22.49025,-30.62127,-26.93627,1197.257833,925.0175282
EPI873669,-36.48566203,-38.30717064,-20.98914,-20.98139,-34.3857,-33.29926,765.8026683,803.737687
EPI873668,-36.48566203,-38.30717064,-24.18415,-22.80614,-34.45948,-33.37858,882.3747234,873.6386966
EPI3487446,-37.93702504,-41.33007459,-34.49299,-23.95627,-42.60709,-40.93173,1308.561425,990.114426
EPI889124,-24.11519603,-24.60128199,-31.40629,-22.27719,-29.89773,-26.2871,757.3688399,548.0474331
MW333134,-38.11669497,-41.37617806,-35.65677,-29.59607,-38.81066,-38.97789,1359.118226,1224.572262
MW333238,-38.0727298,-41.31861958,-36.45925,-29.99005,-34.2632,-35.06226,1388.103174,1239.147467
EPI3624854,-37.97228721,-41.54623007,-31.8841,-35.93485,-31.79772,-38.21611,1210.712203,1492.957546
OQ730471,-37.97054367,-41.77581674,-34.07546,-27.12032,-40.47535,-42.1829,1293.863742,1132.973518
MW333822,-38.11483996,-41.36265964,-36.05999,-30.02696,-39.08004,-39.23441,1374.420748,1241.994927
KM027999,-24.55738484,-25.19960927,-31.40141,-22.25556,-29.9508,-26.3596,771.1365099,560.8314161
HM440139,-38.79602295,-40.95997178,-20.05016,-28.45721,-32.87264,-33.01224,777.8664675,1165.606519
EPI476489,-24.16411405,-25.04929714,-31.47886,-22.36901,-30.10203,-26.13922,760.6587632,560.3279782
EPI3409616,-38.24486238,-41.5511765,-34.06155,-26.98275,-34.63108,-38.49146,1302.679292,1121.165008
EPI621173,-38.18805614,-41.64173427,-31.4251,-22.29372,-18.64379,-17.81087,1200.063483,928.3491641
MW333262,-38.39341416,-41.71192357,-35.44443,-29.47564,-38.76842,-38.93968,1360.832681,1229.485643
EPI3489221,-38.37397656,-41.60450497,-31.75573,-35.81726,-31.80313,-38.10195,1218.593639,1490.159372
MN882401,-8.500908723,-18.16826302,-35.6500289,-29.8121784,-39.0936202,-38.9282994,303.0576417,541.6354984
EPI542922,-39.51901648,-43.17492899,-30.9691,-22.28943,-37.40715,-32.13855,1223.868373,962.3445575
EPI460329,-39.51901648,-43.17492899,-20.43192,-28.56242,-33.07718,-33.24242,807.4493832,1233.180455
EPI425208,-39.51901648,-43.17492899,-31.30779,-22.49863,-37.36357,-31.17341,1237.253069,971.3767526
EPI425835,-39.51901648,-43.17492899,-30.97242,-22.29272,-37.40703,-32.11389,1223.999576,962.486603
EPI1273086,-38.34274277,-41.52144135,-31.70843,-22.55849,-20.94247,-21.91721,1215.788175,936.6610195
EPI657298,-38.19795648,-40.45612921,-20.53375,-25.56866,-45.16384,-45.5475,784.3472889,1034.409013
EPI2263658,-38.00686472,-41.46869453,-34.13241,-23.64905,-42.16098,-40.48644,1297.265889,980.6952304
EPI3577062,-37.923406,-41.68549928,-34.4895,-24.05954,-42.59377,-40.91585,1307.959311,1002.933937
EPI681276,-37.99436242,-41.64069191,-31.03535,-21.90055,-23.67095,-18.11821,1179.168336,911.9540552
EPI3442105,-38.29749455,-41.61262791,-34.12218107,-23.67827917,-40.49317924,-42.17091958,1306.794044,985.3154207
EPI894943,-38.7150536,-42.62541307,-20.35836,-25.40309,-45.3127,-45.69422,788.1749986,1082.817205
EPI585374,-38.7150536,-42.62541307,-20.37886,-24.97484,-45.30715,-45.68779,788.9686572,1064.562871
MT261396,-38.18758956,-41.54307146,-28.039042,-9.955217,-28.690911,-28.906704,1070.743428,413.5702912
LC656317,-35.72192915,-40.26659783,-31.42671,-22.29879,-29.83578,-26.30791,1122.622708,897.896409
EPI3447144,-38.04367283,-41.51415729,-34.12218,-23.67828,-42.17092,-40.49318,1298.133052,982.9838403
EPI492328,-36.26824166,-39.34612907,-24.78591,-20.09481,-38.26017,-33.14135,898.9413736,790.6529879
LC369573,-38.23687474,-40.08993869,-20.37157,-24.64703,-44.98366,-45.39002,778.9451703,988.0979216
EPI657202,-37.9442884,-41.59705663,-31.57665,-22.46957,-24.18859,-17.93603,1198.153514,934.6679757
LC699656,-37.82847015,-41.25246489,-28.26851,-10.21227,-28.94548,-29.13275,1069.354487,421.2813096
EPI3364340,-37.57303369,-40.79559714,-34.25317,-23.64949,-42.43916,-40.84129,1286.99551,964.7950666
OP269991,-37.78185257,-41.24769392,-30.4032,-27.85935,-40.28445,-41.78401,1148.68922,1149.133942
EPI3314610,-37.98899374,-41.29955447,-30.4032,-27.85935,-40.28445,-41.78401,1154.986974,1150.578743
EPI3447208,-38.32813695,-41.64254168,-34.12218,-23.67828,-42.17092,-40.49318,1307.839588,986.0237618
KM392376,-38.50356913,-41.77539393,-31.36293,-22.22108,-29.86839,-26.25636,1207.584743,928.2943706
EPI973841,-38.26020921,-41.60063827,-28.23593,-8.60959,-28.93646,-29.14168,1080.312589,358.1644392
MW333510,-37.99529458,-41.55496069,-34.99542,-29.60763,-39.66892,-38.03767,1329.661292,1230.343901
MK964973,-38.19850315,-40.39302219,-20.1347,-24.71619,-45.02915,-45.42278,769.1154014,998.3616111
MK168599,-38.10427772,-41.48967311,-28.381571,-8.692901,-28.945084,-29.115947,1081.459264,360.6656209
EPI3351941,-38.31567132,-41.86943374,-24.38172,-22.93915,-34.44042,-33.34755,934.2019697,960.449221
EPI3323142,-38.15323194,-41.38188162,-34.08921,-26.97027,-40.48403,-42.16075,1300.613536,1116.08052
EPI3484716,-38.09321733,-41.63189723,-34.37285,-23.99721,-37.19624,-34.80058,1309.372445,999.0493805
EPI3487673,-38.15335229,-41.86068018,-34.07734,-27.11508,-40.48339,-42.17169,1300.164758,1135.055692
EPI3315592,-38.1605261,-41.75323056,-34.08921,-26.97027,-40.48403,-42.16075,1300.862188,1126.095902
EPI1918700,-37.99115183,-41.66455879,-24.84443,-23.38787,-34.34788,-33.26131,943.8685123,974.4452846
OP209769,-37.99115183,-41.66455879,-20.92342,-26.00102,-45.45143,-45.8965,794.904826,1083.321026
ON171655,-37.99115183,-41.66455879,-28.22829,-10.20871,-28.94384,-29.13134,1072.425251,425.341398
EPI896339,-39.1057894,-42.14517924,-32.04322,-22.65046,-37.38917,-32.10185,1253.075413,954.6076966
EPI3487666,-38.43402901,-41.82121933,-34.07734,-27.11508,-40.48339,-42.17169,1309.729474,1133.985708
EPI3418807,-38.07678093,-41.54044563,-34.08252,-27.07573,-40.48317,-42.16155,1297.752648,1124.73789
EPI3412263,-38.07678093,-41.54044563,-33.93484,-26.94836,-40.33403,-42.02686,1292.129469,1119.446883
EPI3297748,-38.07678093,-41.54044563,-33.75093,-23.39188,-41.99693,-40.32588,1285.126768,971.7091193
EPI3277811,-38.07678093,-41.54044563,-34.12218,-23.67828,-42.17092,-40.49318,1299.262773,983.606303
EPI3494020,-38.07678093,-41.54044563,-34.12218,-23.67828,-42.17092,-40.49318,1299.262773,983.606303
EPI3352851,-38.07678093,-41.54044563,-34.12218,-23.67828,-42.17092,-40.49318,1299.262773,983.606303
EPI3434322,-38.07678093,-41.54044563,-34.12218,-23.67828,-42.17092,-40.49318,1299.262773,983.606303
EPI3391884,-38.07678093,-41.54044563,-34.12218,-23.67828,-42.17092,-40.49318,1299.262773,983.606303
EPI3494068,-38.07678093,-41.54044563,-34.12218,-23.67828,-42.17092,-40.49318,1299.262773,983.606303
EPI3467513,-38.07678093,-41.54044563,-34.12218107,-23.67827917,-40.49317924,-42.17091958,1299.262813,983.6062685
EPI3409189,-38.07678093,-41.54044563,-34.12218107,-23.67827917,-40.49317924,-42.17091958,1299.262813,983.6062685
EPI3433583,-38.07678093,-41.54044563,-34.12218107,-23.67827917,-40.49317924,-42.17091958,1299.262813,983.6062685
EPI3462468,-38.07678093,-41.54044563,-34.12218107,-23.67827917,-40.49317924,-42.17091958,1299.262813,983.6062685
EPI3522895,-38.07678093,-41.54044563,-34.12218107,-23.67827917,-40.49317924,-42.17091958,1299.262813,983.6062685
EPI3418767,-38.07678093,-41.54044563,-34.12218107,-23.67827917,-40.49317924,-42.17091958,1299.262813,983.6062685
EPI3411686,-38.07678093,-41.54044563,-34.12218107,-23.67827917,-40.49317924,-42.17091958,1299.262813,983.6062685
EPI3462562,-38.07678093,-41.54044563,-34.12218107,-23.67827917,-40.49317924,-42.17091958,1299.262813,983.6062685
EPI3630041,-38.20807221,-41.51281918,-34.82143,-28.12614,-48.37008,-44.812,1330.459712,1167.595364
EPI3323058,-38.20807221,-41.51281918,-34.30285,-27.32114,-34.77251,-37.17724,1310.64577,1134.177545
EPI3484835,-38.20807221,-41.51281918,-34.38586,-23.95513,-37.19732,-34.77483,1313.817422,994.4449801
OL477469,-38.20807221,-41.51281918,-34.35164,-23.98231,-42.59589,-40.90396,1312.509942,995.5732985
EPI2050784,-38.20807221,-41.51281918,-34.25543,-23.9096,-42.61039,-40.93415,1308.833943,992.5549015
EPI3630053,-38.20807221,-41.51281918,-32.80407,-24.78194,-40.82824,-42.42674,1253.380275,1028.768194
MW961460,-38.20807221,-41.51281918,-34.65654,-24.09459,-41.79638,-39.794,1324.159583,1000.234358
EPI3293345,-38.20807221,-41.51281918,-34.56728,-27.44142,-19.73649,-14.41014,1320.74913,1139.170707
EPI3484891,-38.20807221,-41.51281918,-34.37285,-23.99721,-37.19624,-34.80058,1313.320335,996.1918396
MZ166252,-38.20807221,-41.51281918,-28.22829,-10.20871,-28.94384,-29.13134,1078.548543,423.7923323
EPI3364260,-38.05453967,-41.54972315,-34.11431,-23.68078,-42.16746,-40.48997,1298.204363,983.929853
EPI3528194,-38.05453967,-41.54972315,-34.04282,-23.54206,-42.15773,-40.48362,1295.483844,978.1660754
EPI2278345,-38.08873602,-41.76262848,-34.28693,-23.89565,-42.55191,-40.87683,1305.945826,997.9451532
EPI3544030,-38.15143161,-41.55276577,-34.13785,-23.66506,-42.15886,-40.49137,1302.40785,983.3486951
EPI3409457,-38.14696392,-41.6745686,-34.12275,-27.08372,-40.47584,-42.15264,1301.679313,1128.702347
EPI3409537,-38.14696392,-41.6745686,-34.05815,-27.02048,-40.48111,-42.15954,1299.215019,1126.066847
EPI3316767,-37.94856784,-39.66720515,-34.06319,-27.02997,-40.47363,-42.1628,1292.649277,1072.203365
EPI460337,-39.79149859,-43.42100323,-20.42375,-29.30967,-32.88583,-32.01649,812.6916193,1272.655276
EPI2236533,-38.09815542,-41.54280092,-34.08921,-26.97027,-40.48403,-42.16075,1298.736021,1120.420557
EPI3310962,-38.09815542,-41.54280092,-34.08921,-26.97027,-40.48403,-42.16075,1298.736021,1120.420557
EPI3306369,-38.09815542,-41.54280092,-34.08921,-26.97027,-40.48403,-42.16075,1298.736021,1120.420557
EPI3320845,-38.09815542,-41.54280092,-34.08921,-26.97027,-40.48403,-42.16075,1298.736021,1120.420557
EPI3312930,-38.09815542,-41.54280092,-34.14173,-27.14694,-40.49008,-42.16468,1300.736936,1127.759924
EPI2056405,-38.09815542,-41.54280092,-34.13681,-23.65939,-42.15873,-40.49125,1300.549493,982.8773287
EPI2264043,-38.09815542,-41.54280092,-34.1246,-23.8043,-42.15415,-40.46557,1300.084314,988.8972959
EPI3315008,-38.09815542,-41.54280092,-34.12588,-23.63185,-42.15025,-40.50233,1300.13308,981.7332399
EPI3313346,-38.09815542,-41.54280092,-34.14214,-23.66974,-42.17117,-40.49214,1300.752556,983.3072966
OQ732972,-38.09815542,-41.54280092,-30.4032,-27.85935,-40.28445,-41.78401,1158.305839,1157.355431
EPI2263690,-38.09815542,-41.54280092,-34.35072,-23.92829,-42.62305,-40.96034,1308.699069,994.0481878
EPI3316559,-38.09815542,-41.54280092,-34.41657,-23.76508,-39.2004,-35.50303,1311.207833,987.2679873
EPI3311090,-38.09815542,-41.54280092,-34.16863,-23.73739,-42.18143,-40.51458,1301.761776,986.1176671
EPI3309384,-38.09815542,-41.54280092,-30.4032,-27.85935,-40.28445,-41.78401,1158.305839,1157.355431
EPI3309744,-38.09815542,-41.54280092,-30.4032,-27.85935,-40.28445,-41.78401,1158.305839,1157.355431
EPI3315951,-38.38801374,-41.73612114,-33.93939,-26.85693,-40.27344,-41.95937,1302.86577,1120.904084
EPI3309344,-38.14961401,-41.50905823,-34.08921,-26.97027,-40.48403,-42.16075,1300.490203,1119.510508
OQ734972,-38.14961401,-41.50905823,-34.14225,-23.66961,-42.1588,-40.4913,1302.513659,982.5032198
MT261424,-38.34232804,-41.4616516,-28.23375,-8.610621,-28.903074,-29.105883,1082.547704,357.010568
EPI497961,-39.6597129,-42.989626,-20.43192,-28.56242,-33.07718,-33.24242,810.3240812,1227.887753
EPI957382,-39.47805497,-43.10411231,-20.43192,-28.56242,-33.07718,-33.24242,806.6124609,1231.15776
KF918506,-39.47805497,-43.10411231,-30.49073,-21.63745,-37.19894,-31.8998,1203.714715,932.6630749
EPI3447925,-38.43777783,-41.79622777,-34.72414,-24.71212,-37.37977,-36.43015,1334.718779,1032.873396
EPI537657,-39.41219904,-43.12538786,-20.44642,-28.53457,-33.07635,-33.2414,805.8383747,1230.564399
EPI863849,-38.36625807,-41.66848968,-28.206925,-8.516842,-28.934425,-29.13795,1082.194164,354.883943
EPI867108,-38.36625807,-41.66848968,-28.206925,-8.516842,-28.934425,-29.13795,1082.194164,354.883943
EPI861011,-38.36625807,-41.66848968,-28.206925,-8.516842,-28.934425,-29.13795,1082.194164,354.883943
EPI475579,-38.42832163,-41.9113071,-31.13197,-22.03884,-37.38062,-32.10805,1196.349356,923.6765914
EPI3610171,-38.44830575,-41.78787696,-34.12218107,-23.67827917,-40.49317924,-42.17091958,1311.940051,989.4650166
EPI3488315,-38.24031391,-41.63444807,-34.24796,-23.74912,-37.30334,-36.4328,1309.652741,988.7815033
EPI3462173,-38.33254682,-41.72464348,-34.12217,-23.679,-42.16504,-40.48705,1307.989679,987.997833
MW333886,-38.28346662,-41.54092101,-35.76147,-29.78713,-38.93465,-39.08058,1369.073043,1237.384814
MT261579,-38.2536743,-41.71949204,-28.279431,-8.670895,-28.632545,-28.875998,1081.792143,361.7453349
EPI881293,-38.14643872,-41.50087318,-36.72034,-22.96763,-33.15398,-32.57083,1400.7502,953.1766999
EPI954623,-38.14643872,-41.50087318,-36.5431,-22.76592,-32.90081,-32.32172,1393.989125,944.8055587
EPI956106,-39.29295693,-42.75857458,-20.43192,-28.56242,-33.07718,-33.24242,802.8305526,1221.288366
KX979501,-38.30844919,-42.73732862,-35.39612,-29.61989,-38.97845,-39.13345,1355.970465,1265.874973
EPI718509,-41.72875095,-44.77286396,-27.58354,-23.50487,-32.44022,-32.2735,1151.026671,1052.380347
EPI372068,-39.50000413,-43.16138093,-31.56958,-22.39477,-37.38647,-32.04279,1246.99854,966.5891988
MH165524,-38.21166896,-41.53530105,-28.238882,-8.596051,-28.93615,-29.141597,1079.054811,357.0395661
EPI952639,-38.14763575,-41.5289061,-28.37227,-8.69846,-28.93637,-29.1417,1082.335021,361.2375286
EPI3584498,-38.31818816,-41.93078707,-34.72414,-24.71212,-37.37977,-36.43015,1330.56613,1036.198642
MH498632,-38.12610273,-41.78995854,-28.254431,-8.618555,-28.921317,-29.107626,1077.231339,360.1690561
OQ794112,-38.12610273,-41.78995854,-28.254431,-8.618555,-28.921317,-29.107626,1077.231339,360.1690561
OQ794093,-38.12610273,-41.78995854,-28.270604,-8.652163,-28.942126,-29.108486,1077.847952,361.5735331
EPI585724,-38.53744033,-42.17051863,-20.44954,-25.52917,-45.47179,-45.85246,788.0729275,1076.578339
EPI639614,-39.59822473,-43.0631552,-20.43192,-28.56242,-33.07718,-33.24242,809.0677598,1229.987925
EPI372753,-31.08272765,-33.57862312,-31.59877,-22.46976,-37.53264,-32.19537,982.175962,754.5036026
EPI497952,-39.46007785,-43.01541205,-30.9691,-22.28943,-37.40715,-32.13855,1222.043097,958.7890158
EPI624922,-39.81985285,-43.21833214,-20.43679,-28.56288,-33.0942,-33.21001,813.7899705,1234.440035
EPI639606,-39.93695156,-43.14264334,-19.646,-28.13697,-32.87842,-33.05228,784.6013503,1213.903261
EPI425088,-39.93695156,-43.14264334,-31.07186,-21.84329,-37.22166,-31.92226,1240.915368,942.3772698
MW676353,-35.84004735,-40.37604605,-31.57723,-22.52078,-37.56155,-32.1519,1131.729418,909.3000504
EPI476658,-26.30845308,-33.6750763,-31.31196,-22.17354,-37.25557,-31.96357,823.7692305,746.6956513
EPI760116,-38.51650617,-41.92163813,-31.36293,-22.22108,-29.86839,-26.25636,1207.990487,931.5440746
MN882457,-39.95911381,-44.88585125,-35.6066469,-29.7968005,-39.1087715,-38.9793619,1422.810056,1337.454755
EPI406356,-39.84877619,-43.44386442,-31.56305,-22.38874,-37.36814,-32.03553,1257.748915,972.6533851
EPI341367,-39.77834448,-43.08386499,-20.32613213,-28.33334344,-33.24738213,-33.02912638,808.5398858,1220.709943
EPI341349,-39.77834448,-43.08386499,-31.00401289,-22.27093854,-37.41207882,-32.14044818,1233.288305,959.5181093
EPI424354,-39.77834448,-43.08386499,-31.00401,-22.27094,-37.41208,-32.14045,1233.28819,959.5181722
EPI406416,-39.93546049,-43.56873006,-31.56305,-22.38874,-37.36814,-32.03553,1260.484936,975.4489694
EPI542914,-39.7890337,-43.47604747,-31.00401,-22.27094,-37.41208,-32.14045,1233.619599,968.2524446
EPI347286,-39.61022383,-43.09392779,-26.3292,-22.49267,-37.56497,-32.23603,1042.905505,969.2974968
EPI347287,-39.85023218,-43.45388941,-31.56739,-22.39242,-37.36912,-32.06199,1257.967821,973.0377423
EPI406448,-39.85023218,-43.45388941,-31.56781,-22.39346,-37.3583,-32.09712,1257.984558,973.0829343
EPI425264,-39.81103618,-43.55361596,-31.06219,-21.83292,-37.19014,-31.86784,1236.61797,950.902613
EPI559074,-39.81103618,-43.55361596,-31.06219,-21.83292,-37.19014,-31.86784,1236.61797,950.902613
EPI425080,-39.81103618,-43.55361596,-31.04472,-21.80863,-37.18836,-31.87207,1235.922471,949.8446956
EPI420386,-38.11301705,-41.6390676,-20.13217,-28.46623,-28.63533,-24.93648,767.2977385,1185.307275
MK631789,-39.66412501,-43.74408087,-28.2475,-8.642111,-26.975194,-32.560904,1120.412371,378.0412025
EPI327229,-38.42904727,-40.13606276,-31.53216,-22.31051,-38.71576,-33.63407,1211.750867,895.4560296
EPI839139,-38.83504059,-42.17264399,-20.49606,-25.47726,-45.16684,-45.54843,795.965322,1074.443416
OL519551,-39.64053932,-43.81547994,-21.09893,-26.27159,-45.70929,-46.14616,836.3729643,1151.102325
EPI687539,-19.73971154,-30.63465433,-20.62476,-25.72271,-45.1881,-45.54717,407.126813,788.0063293
EPI808932,-31.03054578,-33.51834425,-31.29922,-22.17899,-37.17301,-31.75048,971.2318791,743.4030219
EPI327223,-38.86508389,-41.7895873,-31.13111907,-22.02558771,-37.39211575,-32.11031076,1209.913554,920.4402204
EPI545453,-35.56155157,-40.15585175,-31.61926,-22.48545,-20.88675,-18.4843,1124.429945,902.9223967
EPI460502,-38.54003117,-40.63591274,-30.93319,-21.77071,-38.34526,-33.27031,1192.166107,884.6726718
EPI2428881,-39.52510192,-43.66614442,-34.16863,-23.73739,-42.18143,-40.51458,1350.518583,1036.5203
EPI542900,-38.95556984,-42.93252387,-30.9691,-22.28943,-37.40715,-32.13855,1206.418938,956.9414855
EPI1308639,-38.60471985,-41.9015089,-31.46039023,-22.2891213,-42.24224442,-31.96538087,1214.519551,933.9478145
EPI352222,-38.14304125,-41.58705821,-20.13217,-28.46623,-28.63533,-24.93648,767.9021908,1183.826764
EPI420391,-38.44640092,-41.60119423,-20.13217,-28.46623,-28.63533,-24.93648,774.0094792,1184.229163
EPI500771,-38.48028758,-42.06495541,-32.64123,-36.58401,-32.24088,-38.71246,1256.043917,1538.904749
MW110264,-36.5949814,-38.08363965,-20.6949,-25.83769,-45.309,-45.66643,757.3294806,983.9932753
EPI576655,-26.11078878,-33.7084078,-37.31937907,-30.85454652,-22.4322667,-18.56962884,974.4384243,1040.057637
EPI584778,-31.05528597,-33.50736837,-31.29922,-22.17899,-37.17301,-31.75048,972.0062277,743.159588
EPI962463,-36.65744137,-37.30263489,-20.80431,-25.83806,-45.36424,-45.7275,762.6327741,963.8277184
EPI953349,-31.17145425,-33.51027316,-31.63455,-22.51691,-37.25609,-31.84945,986.094928,754.5478048
EPI3520918,-38.92706355,-41.76343876,-21.16051,-26.3064,-45.73696,-46.22382,823.7165175,1098.645725
MT019996,-36.00169894,-40.60263653,-31.23401,-21.9046,-20.67506,-18.4036,1124.477425,889.3845121
EPI475571,-35.65576249,-40.06570647,-32.44563,-21.22873,-38.05942,-32.47058,1156.873677,850.5440649
EPI553300,-35.65576249,-40.06570647,-32.41979,-21.24026,-38.11442,-32.49872,1155.952332,851.0060225
EPI458986,-26.47405904,-34.02673408,-36.64052637,-30.58819513,-24.46584356,-23.93172654,970.0234584,1040.816382
EPI3467837,-35.27526754,-37.63096128,-12.85721,-17.62632,-45.32321,-45.67652,453.5415226,663.2953654
EPI895120,-36.04184142,-36.77959241,-20.97806,-25.4698,-45.36925,-45.75605,756.0879118,936.7688628
EPI895121,-36.04184142,-36.77959241,-20.99676,-25.4857,-45.30233,-45.6803,756.7618943,937.3536583
EPI463679,-33.67461989,-34.09343791,-30.66225,-21.90257,-37.08828,-31.80609,1032.539614,746.7339104
EPI620571,-34.57849398,-40.51315748,-31.60481,-22.4464,-37.51908,-32.15331,1092.846732,909.3745381
MN994161,-38.34649348,-40.77328198,-31.30707,-22.24482,-37.37928,-32.07577,1200.516356,906.9943185
EPI866144,-18.81687039,-21.52542014,-20.80534,-25.84367,-45.30507,-45.66252,391.4913862,556.2958547
MW676349,-35.67879687,-40.24107993,-31.17647,-22.06325,-37.41249,-32.15483,1112.33894,887.8490068
MW676355,-35.67879687,-40.24107993,-31.11505,-21.99898,-36.82329,-31.73521,1110.147549,885.2627126
MK943522,-35.77998903,-34.67521271,-20.74673,-25.86687,-45.16015,-45.52024,742.3177718,896.9392194
EPI898448,-35.63867346,-40.25639808,-31.4264,-22.28924,-29.8939,-26.33883,1119.995208,897.2845183
LC536290,-35.77979151,-34.43484579,-20.72457,-25.80872,-45.1808,-45.53877,741.5207937,888.7192932
EPI401513,-35.68227169,-40.2801639,-31.05643,-21.95592,-37.30554,-32.01665,1108.163973,884.3880562
LC550067,-38.36221852,-37.79950456,-20.72133,-25.83295,-45.18746,-45.63049,794.9161895,976.4727113
EPI545443,-38.28490008,-41.34811266,-31.68841,-22.53831,-19.72793,-20.47679,1213.187611,931.916581
MW676342,-35.60637592,-40.23761857,-27.65662,-22.06393,-37.3856,-32.1763,984.7520084,887.7999995
EPI502780,-35.69833596,-39.05829874,-30.61288,-21.41215,-37.28738,-32.00205,1092.828875,836.3221514
EPI372255,-36.06385355,-41.02484043,-30.74406,-21.43966,-37.02533,-31.68174,1108.749277,879.5586304
EPI885324,-36.82027528,-39.19345012,-20.80586,-25.83669,-45.30774,-45.66544,766.0774926,1012.629021
EPI3268691,-36.94704879,-37.14707018,-21.12052,-26.21514,-45.56849,-45.99812,780.3408829,973.8156454
EPI3323158,-36.90018156,-37.17681219,-21.12052,-26.21514,-45.56849,-45.99812,779.3510226,974.5953363
EPI45943,-36.37655963,-41.28579681,-31.43988,-22.30171,-37.3976,-32.11076,1143.67467,920.7438676
EPI550516,-36.37655963,-41.28579681,-31.23127,-22.10734,-37.23036,-32.01061,1136.086155,912.7191472
LC497177,-36.7818322,-37.07220525,-20.79454,-25.88368,-45.31907,-45.75114,764.861281,959.5650976
MW106912,-37.63723879,-40.0852814,-20.74542,-25.8466,-45.30654,-45.66407,780.8003263,1036.068234
EPI734757,-36.84367336,-39.29784924,-28.341275,-8.651423,-28.907939,-29.147186,1044.196679,339.9823168
EPI881045,-37.63712328,-40.02631053,-20.78051,-25.84322,-45.30572,-45.66299,782.1186167,1034.408749
EPI760002,-37.63712328,-40.02631053,-20.66717,-25.83102,-45.30902,-45.66646,777.8528251,1033.920428
EPI384245,-36.60483886,-41.49423344,-31.44032,-22.31392,-37.36811,-32.03702,1150.867847,925.8990054
EPI781589,-36.66330984,-41.64204124,-31.53841,-22.39847,-37.50615,-32.16155,1156.302498,932.7180115
MW334918,-37.52413573,-41.26810891,-35.67792,-29.74618,-38.92612,-39.0747,1338.783113,1227.568596
LC486273,-36.1239689,-34.75207958,-20.72545,-25.83574,-45.16591,-45.52587,748.6855112,897.8456925
MW333990,-37.47041747,-41.36559928,-35.71511,-29.81215,-38.92361,-39.07843,1338.260082,1233.197451
EPI866101,-36.50327846,-39.31053084,-20.75424,-25.86727,-45.31018,-45.66669,757.5978019,1016.856115
MW334934,-37.49241373,-40.33956251,-35.79833,-29.82953,-38.93399,-39.08652,1342.165799,1203.31019
EPI510455,-36.22046498,-40.72495031,-31.3028,-22.2143,-37.30743,-32.14556,1133.801971,904.6762637
MW333206,-37.5228473,-41.31537151,-35.85855,-29.89404,-38.91335,-39.0626,1345.514896,1235.083369
EPI354408,-37.95641442,-42.97404153,-31.41043,-22.26593,-37.38454,-32.1004,1192.227298,956.8570005
MK812851,-37.77678496,-37.97493671,-20.98043,-25.41211,-45.3066,-45.6663,792.5731925,965.0232689
MW333382,-38.58263016,-41.5599529,-36.86233,-30.33094,-29.97162,-31.08312,1422.245645,1260.552438
KF277182,-37.48051498,-42.22042121,-32.36492,-36.31988,-32.09556,-37.62266,1213.053869,1533.440632
